year,month,state,city,vehicle_category,fuel_type,manufacturer,model_name,registrations
2020,5,Delhi,Delhi,2W,ICE,Honda,Activa 6G,4329
2020,5,Delhi,Delhi,2W,ICE,TVS,Jupiter,5292
2020,5,Delhi,Delhi,2W,EV,Ola Electric,S1 Pro,1066
2020,5,Delhi,Delhi,2W,EV,Ather Energy,450X,458
2020,5,Karnataka,Bengaluru,4W,ICE,Maruti Suzuki,Swift,6144
2020,5,Karnataka,Bengaluru,4W,ICE,Hyundai,Creta,8320
2020,5,Karnataka,Bengaluru,4W,EV,Tata Motors,Nexon EV,427
2020,5,Karnataka,Bengaluru,4W,EV,Tata Motors,Tiago EV,1027
2020,5,Karnataka,Bengaluru,4W,EV,MG Motor,ZS EV,514
2020,5,Karnataka,Bengaluru,2W,ICE,Honda,Activa 6G,6912
2020,5,Karnataka,Bengaluru,2W,ICE,TVS,Jupiter,3276
2020,5,Karnataka,Bengaluru,2W,EV,Ola Electric,S1 Pro,1107
2020,5,Karnataka,Bengaluru,2W,EV,Ather Energy,450X,903
2020,5,Karnataka,Mysuru,4W,ICE,Maruti Suzuki,Swift,5530
2020,5,Karnataka,Mysuru,4W,ICE,Hyundai,Creta,9522
2020,5,Karnataka,Mysuru,4W,EV,Tata Motors,Nexon EV,631
2020,5,Karnataka,Mysuru,4W,EV,Tata Motors,Tiago EV,1178
2020,5,Karnataka,Mysuru,4W,EV,MG Motor,ZS EV,880
2020,5,Karnataka,Mysuru,2W,ICE,Honda,Activa 6G,10800
2020,5,Karnataka,Mysuru,2W,ICE,TVS,Jupiter,9990
2020,5,Karnataka,Mysuru,2W,EV,Ola Electric,S1 Pro,1087
2020,5,Karnataka,Mysuru,2W,EV,Ather Energy,450X,726
2020,5,Tamil Nadu,Chennai,4W,ICE,Maruti Suzuki,Swift,7595
2020,5,Tamil Nadu,Chennai,4W,ICE,Hyundai,Creta,6580
2020,5,Tamil Nadu,Chennai,4W,EV,Tata Motors,Nexon EV,505
2020,5,Tamil Nadu,Chennai,4W,EV,Tata Motors,Tiago EV,818
2020,5,Tamil Nadu,Chennai,4W,EV,MG Motor,ZS EV,479
2020,5,Tamil Nadu,Chennai,2W,ICE,Honda,Activa 6G,7660
2020,5,Tamil Nadu,Chennai,2W,ICE,TVS,Jupiter,4806
2020,5,Tamil Nadu,Chennai,2W,EV,Ola Electric,S1 Pro,427
2020,5,Tamil Nadu,Chennai,2W,EV,Ather Energy,450X,782
2020,5,Tamil Nadu,Coimbatore,4W,ICE,Maruti Suzuki,Swift,5046
2020,5,Tamil Nadu,Coimbatore,4W,ICE,Hyundai,Creta,2694
2020,5,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Nexon EV,583
2020,5,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Tiago EV,837
2020,5,Tamil Nadu,Coimbatore,4W,EV,MG Motor,ZS EV,633
2020,5,Tamil Nadu,Coimbatore,2W,ICE,Honda,Activa 6G,5247
2020,5,Tamil Nadu,Coimbatore,2W,ICE,TVS,Jupiter,4572
2020,5,Tamil Nadu,Coimbatore,2W,EV,Ola Electric,S1 Pro,453
2020,5,Tamil Nadu,Coimbatore,2W,EV,Ather Energy,450X,839
2020,5,Gujarat,Ahmedabad,4W,ICE,Maruti Suzuki,Swift,11880
2020,5,Gujarat,Ahmedabad,4W,ICE,Hyundai,Creta,4944
2020,5,Gujarat,Ahmedabad,4W,EV,Tata Motors,Nexon EV,586
2020,5,Gujarat,Ahmedabad,4W,EV,Tata Motors,Tiago EV,1074
2020,5,Gujarat,Ahmedabad,4W,EV,MG Motor,ZS EV,987
2020,5,Gujarat,Ahmedabad,2W,ICE,Honda,Activa 6G,4000
2020,5,Gujarat,Ahmedabad,2W,ICE,TVS,Jupiter,5568
2020,5,Gujarat,Ahmedabad,2W,EV,Ola Electric,S1 Pro,743
2020,5,Gujarat,Ahmedabad,2W,EV,Ather Energy,450X,613
2020,5,Gujarat,Surat,4W,ICE,Maruti Suzuki,Swift,8088
2020,5,Gujarat,Surat,4W,ICE,Hyundai,Creta,3717
2020,5,Gujarat,Surat,4W,EV,Tata Motors,Nexon EV,898
2020,5,Gujarat,Surat,4W,EV,Tata Motors,Tiago EV,1036
2020,5,Gujarat,Surat,4W,EV,MG Motor,ZS EV,551
2020,5,Gujarat,Surat,2W,ICE,Honda,Activa 6G,5970
2020,5,Gujarat,Surat,2W,ICE,TVS,Jupiter,7203
2020,5,Gujarat,Surat,2W,EV,Ola Electric,S1 Pro,800
2020,5,Gujarat,Surat,2W,EV,Ather Energy,450X,562
2020,5,Uttar Pradesh,Noida,4W,ICE,Maruti Suzuki,Swift,10060
2020,5,Uttar Pradesh,Noida,4W,ICE,Hyundai,Creta,4400
2020,5,Uttar Pradesh,Noida,4W,EV,Tata Motors,Nexon EV,441
2020,5,Uttar Pradesh,Noida,4W,EV,Tata Motors,Tiago EV,841
2020,5,Uttar Pradesh,Noida,4W,EV,MG Motor,ZS EV,938
2020,5,Uttar Pradesh,Noida,2W,ICE,Honda,Activa 6G,5364
2020,5,Uttar Pradesh,Noida,2W,ICE,TVS,Jupiter,8650
2020,5,Uttar Pradesh,Noida,2W,EV,Ola Electric,S1 Pro,617
2020,5,Uttar Pradesh,Noida,2W,EV,Ather Energy,450X,1192
2020,5,Uttar Pradesh,Lucknow,4W,ICE,Maruti Suzuki,Swift,4068
2020,5,Uttar Pradesh,Lucknow,4W,ICE,Hyundai,Creta,5913
2020,5,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Nexon EV,1026
2020,5,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Tiago EV,627
2020,5,Uttar Pradesh,Lucknow,4W,EV,MG Motor,ZS EV,308
2020,5,Uttar Pradesh,Lucknow,2W,ICE,Honda,Activa 6G,8656
2020,5,Uttar Pradesh,Lucknow,2W,ICE,TVS,Jupiter,7794
2020,5,Uttar Pradesh,Lucknow,2W,EV,Ola Electric,S1 Pro,559
2020,5,Uttar Pradesh,Lucknow,2W,EV,Ather Energy,450X,843
2020,5,Kerala,Kochi,4W,ICE,Maruti Suzuki,Swift,6705
2020,5,Kerala,Kochi,4W,ICE,Hyundai,Creta,8703
2020,5,Kerala,Kochi,4W,EV,Tata Motors,Nexon EV,472
2020,5,Kerala,Kochi,4W,EV,Tata Motors,Tiago EV,1035
2020,5,Kerala,Kochi,4W,EV,MG Motor,ZS EV,1168
2020,5,Kerala,Kochi,2W,ICE,Honda,Activa 6G,6093
2020,5,Kerala,Kochi,2W,ICE,TVS,Jupiter,9500
2020,5,Kerala,Kochi,2W,EV,Ola Electric,S1 Pro,822
2020,5,Kerala,Kochi,2W,EV,Ather Energy,450X,960
2020,5,Kerala,Trivandrum,4W,ICE,Maruti Suzuki,Swift,9670
2020,5,Kerala,Trivandrum,4W,ICE,Hyundai,Creta,4900
2020,5,Kerala,Trivandrum,4W,EV,Tata Motors,Nexon EV,995
2020,5,Kerala,Trivandrum,4W,EV,Tata Motors,Tiago EV,946
2020,5,Kerala,Trivandrum,4W,EV,MG Motor,ZS EV,641
2020,5,Kerala,Trivandrum,2W,ICE,Honda,Activa 6G,3600
2020,5,Kerala,Trivandrum,2W,ICE,TVS,Jupiter,5176
2020,5,Kerala,Trivandrum,2W,EV,Ola Electric,S1 Pro,469
2020,5,Kerala,Trivandrum,2W,EV,Ather Energy,450X,990
2020,6,Maharashtra,Mumbai,4W,ICE,Maruti Suzuki,Swift,6468
2020,6,Maharashtra,Mumbai,4W,ICE,Hyundai,Creta,5690
2020,6,Maharashtra,Mumbai,4W,EV,Tata Motors,Nexon EV,868
2020,6,Maharashtra,Mumbai,4W,EV,Tata Motors,Tiago EV,445
2020,6,Maharashtra,Mumbai,4W,EV,MG Motor,ZS EV,897
2020,6,Maharashtra,Mumbai,2W,ICE,Honda,Activa 6G,6162
2020,6,Maharashtra,Mumbai,2W,ICE,TVS,Jupiter,7430
2020,6,Maharashtra,Mumbai,2W,EV,Ola Electric,S1 Pro,787
2020,6,Maharashtra,Mumbai,2W,EV,Ather Energy,450X,822
2020,6,Maharashtra,Pune,4W,ICE,Maruti Suzuki,Swift,3882
2020,6,Maharashtra,Pune,4W,ICE,Hyundai,Creta,8208
2020,6,Maharashtra,Pune,4W,EV,Tata Motors,Nexon EV,688
2020,6,Maharashtra,Pune,4W,EV,Tata Motors,Tiago EV,1007
2020,6,Maharashtra,Pune,4W,EV,MG Motor,ZS EV,377
2020,6,Maharashtra,Pune,2W,ICE,Honda,Activa 6G,11540
2020,6,Maharashtra,Pune,2W,ICE,TVS,Jupiter,3090
2020,6,Maharashtra,Pune,2W,EV,Ola Electric,S1 Pro,621
2020,6,Maharashtra,Pune,2W,EV,Ather Energy,450X,530
2020,6,Maharashtra,Nagpur,4W,ICE,Maruti Suzuki,Swift,6670
2020,6,Maharashtra,Nagpur,4W,ICE,Hyundai,Creta,8874
2020,6,Maharashtra,Nagpur,4W,EV,Tata Motors,Nexon EV,369
2020,6,Maharashtra,Nagpur,4W,EV,Tata Motors,Tiago EV,372
2020,6,Maharashtra,Nagpur,4W,EV,MG Motor,ZS EV,1126
2020,6,Maharashtra,Nagpur,2W,ICE,Honda,Activa 6G,8217
2020,6,Maharashtra,Nagpur,2W,ICE,TVS,Jupiter,2736
2020,6,Maharashtra,Nagpur,2W,EV,Ola Electric,S1 Pro,741
2020,6,Maharashtra,Nagpur,2W,EV,Ather Energy,450X,618
2020,6,Delhi,Delhi,4W,ICE,Maruti Suzuki,Swift,7434
2020,6,Delhi,Delhi,4W,ICE,Hyundai,Creta,9306
2020,6,Delhi,Delhi,4W,EV,Tata Motors,Nexon EV,425
2020,6,Delhi,Delhi,4W,EV,Tata Motors,Tiago EV,424
2020,6,Delhi,Delhi,4W,EV,MG Motor,ZS EV,727
2020,6,Delhi,Delhi,2W,ICE,Honda,Activa 6G,6232
2020,6,Delhi,Delhi,2W,ICE,TVS,Jupiter,4740
2020,6,Delhi,Delhi,2W,EV,Ola Electric,S1 Pro,1131
2020,6,Delhi,Delhi,2W,EV,Ather Energy,450X,796
2020,6,Karnataka,Bengaluru,4W,ICE,Maruti Suzuki,Swift,7032
2020,6,Karnataka,Bengaluru,4W,ICE,Hyundai,Creta,4240
2020,6,Karnataka,Bengaluru,4W,EV,Tata Motors,Nexon EV,905
2020,6,Karnataka,Bengaluru,4W,EV,Tata Motors,Tiago EV,912
2020,6,Karnataka,Bengaluru,4W,EV,MG Motor,ZS EV,823
2020,6,Karnataka,Bengaluru,2W,ICE,Honda,Activa 6G,2352
2020,6,Karnataka,Bengaluru,2W,ICE,TVS,Jupiter,2648
2020,6,Karnataka,Bengaluru,2W,EV,Ola Electric,S1 Pro,583
2020,6,Karnataka,Bengaluru,2W,EV,Ather Energy,450X,654
2020,6,Karnataka,Mysuru,4W,ICE,Maruti Suzuki,Swift,6097
2020,6,Karnataka,Mysuru,4W,ICE,Hyundai,Creta,5480
2020,6,Karnataka,Mysuru,4W,EV,Tata Motors,Nexon EV,1152
2020,6,Karnataka,Mysuru,4W,EV,Tata Motors,Tiago EV,715
2020,6,Karnataka,Mysuru,4W,EV,MG Motor,ZS EV,989
2020,6,Karnataka,Mysuru,2W,ICE,Honda,Activa 6G,9081
2020,6,Karnataka,Mysuru,2W,ICE,TVS,Jupiter,2891
2020,6,Karnataka,Mysuru,2W,EV,Ola Electric,S1 Pro,1158
2020,6,Karnataka,Mysuru,2W,EV,Ather Energy,450X,805
2020,6,Tamil Nadu,Chennai,4W,ICE,Maruti Suzuki,Swift,5694
2020,6,Tamil Nadu,Chennai,4W,ICE,Hyundai,Creta,2916
2020,6,Tamil Nadu,Chennai,4W,EV,Tata Motors,Nexon EV,1140
2020,6,Tamil Nadu,Chennai,4W,EV,Tata Motors,Tiago EV,669
2020,6,Tamil Nadu,Chennai,4W,EV,MG Motor,ZS EV,1196
2020,6,Tamil Nadu,Chennai,2W,ICE,Honda,Activa 6G,6906
2020,6,Tamil Nadu,Chennai,2W,ICE,TVS,Jupiter,5432
2020,6,Tamil Nadu,Chennai,2W,EV,Ola Electric,S1 Pro,558
2020,6,Tamil Nadu,Chennai,2W,EV,Ather Energy,450X,484
2020,6,Tamil Nadu,Coimbatore,4W,ICE,Maruti Suzuki,Swift,3656
2020,6,Tamil Nadu,Coimbatore,4W,ICE,Hyundai,Creta,6000
2020,6,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Nexon EV,794
2020,6,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Tiago EV,463
2020,6,Tamil Nadu,Coimbatore,4W,EV,MG Motor,ZS EV,649
2020,6,Tamil Nadu,Coimbatore,2W,ICE,Honda,Activa 6G,7488
2020,6,Tamil Nadu,Coimbatore,2W,ICE,TVS,Jupiter,2792
2020,6,Tamil Nadu,Coimbatore,2W,EV,Ola Electric,S1 Pro,588
2020,6,Tamil Nadu,Coimbatore,2W,EV,Ather Energy,450X,861
2020,6,Gujarat,Ahmedabad,4W,ICE,Maruti Suzuki,Swift,5649
2020,6,Gujarat,Ahmedabad,4W,ICE,Hyundai,Creta,5410
2020,6,Gujarat,Ahmedabad,4W,EV,Tata Motors,Nexon EV,800
2020,6,Gujarat,Ahmedabad,4W,EV,Tata Motors,Tiago EV,868
2020,6,Gujarat,Ahmedabad,4W,EV,MG Motor,ZS EV,926
2020,6,Gujarat,Ahmedabad,2W,ICE,Honda,Activa 6G,3184
2020,6,Gujarat,Ahmedabad,2W,ICE,TVS,Jupiter,5478
2020,6,Gujarat,Ahmedabad,2W,EV,Ola Electric,S1 Pro,785
2020,6,Gujarat,Ahmedabad,2W,EV,Ather Energy,450X,891
2020,6,Gujarat,Surat,4W,ICE,Maruti Suzuki,Swift,5736
2020,6,Gujarat,Surat,4W,ICE,Hyundai,Creta,4368
2020,6,Gujarat,Surat,4W,EV,Tata Motors,Nexon EV,906
2020,6,Gujarat,Surat,4W,EV,Tata Motors,Tiago EV,309
2020,6,Gujarat,Surat,4W,EV,MG Motor,ZS EV,690
2020,6,Gujarat,Surat,2W,ICE,Honda,Activa 6G,6546
2020,6,Gujarat,Surat,2W,ICE,TVS,Jupiter,10071
2020,6,Gujarat,Surat,2W,EV,Ola Electric,S1 Pro,862
2020,6,Gujarat,Surat,2W,EV,Ather Energy,450X,747
2020,6,Uttar Pradesh,Noida,4W,ICE,Maruti Suzuki,Swift,7119
2020,6,Uttar Pradesh,Noida,4W,ICE,Hyundai,Creta,3018
2020,6,Uttar Pradesh,Noida,4W,EV,Tata Motors,Nexon EV,1176
2020,6,Uttar Pradesh,Noida,4W,EV,Tata Motors,Tiago EV,777
2020,6,Uttar Pradesh,Noida,4W,EV,MG Motor,ZS EV,471
2020,6,Uttar Pradesh,Noida,2W,ICE,Honda,Activa 6G,6490
2020,6,Uttar Pradesh,Noida,2W,ICE,TVS,Jupiter,3276
2020,6,Uttar Pradesh,Noida,2W,EV,Ola Electric,S1 Pro,700
2020,6,Uttar Pradesh,Noida,2W,EV,Ather Energy,450X,992
2020,6,Uttar Pradesh,Lucknow,4W,ICE,Maruti Suzuki,Swift,2976
2020,6,Uttar Pradesh,Lucknow,4W,ICE,Hyundai,Creta,2988
2020,6,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Nexon EV,464
2020,6,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Tiago EV,745
2020,6,Uttar Pradesh,Lucknow,4W,EV,MG Motor,ZS EV,661
2020,6,Uttar Pradesh,Lucknow,2W,ICE,Honda,Activa 6G,8104
2020,6,Uttar Pradesh,Lucknow,2W,ICE,TVS,Jupiter,6740
2020,6,Uttar Pradesh,Lucknow,2W,EV,Ola Electric,S1 Pro,475
2020,6,Uttar Pradesh,Lucknow,2W,EV,Ather Energy,450X,1021
2020,6,Kerala,Kochi,4W,ICE,Maruti Suzuki,Swift,5176
2020,6,Kerala,Kochi,4W,ICE,Hyundai,Creta,5304
2020,6,Kerala,Kochi,4W,EV,Tata Motors,Nexon EV,480
2020,6,Kerala,Kochi,4W,EV,Tata Motors,Tiago EV,915
2020,6,Kerala,Kochi,4W,EV,MG Motor,ZS EV,1180
2020,6,Kerala,Kochi,2W,ICE,Honda,Activa 6G,4158
2020,6,Kerala,Kochi,2W,ICE,TVS,Jupiter,4550
2020,6,Kerala,Kochi,2W,EV,Ola Electric,S1 Pro,413
2020,6,Kerala,Kochi,2W,EV,Ather Energy,450X,1101
2020,6,Kerala,Trivandrum,4W,ICE,Maruti Suzuki,Swift,2040
2020,6,Kerala,Trivandrum,4W,ICE,Hyundai,Creta,8148
2020,6,Kerala,Trivandrum,4W,EV,Tata Motors,Nexon EV,750
2020,6,Kerala,Trivandrum,4W,EV,Tata Motors,Tiago EV,1189
2020,6,Kerala,Trivandrum,4W,EV,MG Motor,ZS EV,473
2020,6,Kerala,Trivandrum,2W,ICE,Honda,Activa 6G,6468
2020,6,Kerala,Trivandrum,2W,ICE,TVS,Jupiter,9930
2020,6,Kerala,Trivandrum,2W,EV,Ola Electric,S1 Pro,1071
2020,6,Kerala,Trivandrum,2W,EV,Ather Energy,450X,365
2020,7,Maharashtra,Mumbai,4W,ICE,Maruti Suzuki,Swift,5958
2020,7,Maharashtra,Mumbai,4W,ICE,Hyundai,Creta,2958
2020,7,Maharashtra,Mumbai,4W,EV,Tata Motors,Nexon EV,839
2020,7,Maharashtra,Mumbai,4W,EV,Tata Motors,Tiago EV,466
2020,7,Maharashtra,Mumbai,4W,EV,MG Motor,ZS EV,806
2020,7,Maharashtra,Mumbai,2W,ICE,Honda,Activa 6G,5157
2020,7,Maharashtra,Mumbai,2W,ICE,TVS,Jupiter,9099
2020,7,Maharashtra,Mumbai,2W,EV,Ola Electric,S1 Pro,557
2020,7,Maharashtra,Mumbai,2W,EV,Ather Energy,450X,1167
2020,7,Maharashtra,Pune,4W,ICE,Maruti Suzuki,Swift,6288
2020,7,Maharashtra,Pune,4W,ICE,Hyundai,Creta,2382
2020,7,Maharashtra,Pune,4W,EV,Tata Motors,Nexon EV,856
2020,7,Maharashtra,Pune,4W,EV,Tata Motors,Tiago EV,447
2020,7,Maharashtra,Pune,4W,EV,MG Motor,ZS EV,748
2020,7,Maharashtra,Pune,2W,ICE,Honda,Activa 6G,3950
2020,7,Maharashtra,Pune,2W,ICE,TVS,Jupiter,10017
2020,7,Maharashtra,Pune,2W,EV,Ola Electric,S1 Pro,665
2020,7,Maharashtra,Pune,2W,EV,Ather Energy,450X,807
2020,7,Maharashtra,Nagpur,4W,ICE,Maruti Suzuki,Swift,7182
2020,7,Maharashtra,Nagpur,4W,ICE,Hyundai,Creta,5915
2020,7,Maharashtra,Nagpur,4W,EV,Tata Motors,Nexon EV,752
2020,7,Maharashtra,Nagpur,4W,EV,Tata Motors,Tiago EV,689
2020,7,Maharashtra,Nagpur,4W,EV,MG Motor,ZS EV,608
2020,7,Maharashtra,Nagpur,2W,ICE,Honda,Activa 6G,6550
2020,7,Maharashtra,Nagpur,2W,ICE,TVS,Jupiter,5320
2020,7,Maharashtra,Nagpur,2W,EV,Ola Electric,S1 Pro,620
2020,7,Maharashtra,Nagpur,2W,EV,Ather Energy,450X,444
2020,7,Delhi,Delhi,4W,ICE,Maruti Suzuki,Swift,7992
2020,7,Delhi,Delhi,4W,ICE,Hyundai,Creta,6678
2020,7,Delhi,Delhi,4W,EV,Tata Motors,Nexon EV,1185
2020,7,Delhi,Delhi,4W,EV,Tata Motors,Tiago EV,314
2020,7,Delhi,Delhi,4W,EV,MG Motor,ZS EV,819
2020,7,Delhi,Delhi,2W,ICE,Honda,Activa 6G,3888
2020,7,Delhi,Delhi,2W,ICE,TVS,Jupiter,5327
2020,7,Delhi,Delhi,2W,EV,Ola Electric,S1 Pro,432
2020,7,Delhi,Delhi,2W,EV,Ather Energy,450X,904
2020,7,Karnataka,Bengaluru,4W,ICE,Maruti Suzuki,Swift,3222
2020,7,Karnataka,Bengaluru,4W,ICE,Hyundai,Creta,3101
2020,7,Karnataka,Bengaluru,4W,EV,Tata Motors,Nexon EV,590
2020,7,Karnataka,Bengaluru,4W,EV,Tata Motors,Tiago EV,848
2020,7,Karnataka,Bengaluru,4W,EV,MG Motor,ZS EV,612
2020,7,Karnataka,Bengaluru,2W,ICE,Honda,Activa 6G,6561
2020,7,Karnataka,Bengaluru,2W,ICE,TVS,Jupiter,4390
2020,7,Karnataka,Bengaluru,2W,EV,Ola Electric,S1 Pro,533
2020,7,Karnataka,Bengaluru,2W,EV,Ather Energy,450X,1099
2020,7,Karnataka,Mysuru,4W,ICE,Maruti Suzuki,Swift,2562
2020,7,Karnataka,Mysuru,4W,ICE,Hyundai,Creta,8091
2020,7,Karnataka,Mysuru,4W,EV,Tata Motors,Nexon EV,1168
2020,7,Karnataka,Mysuru,4W,EV,Tata Motors,Tiago EV,979
2020,7,Karnataka,Mysuru,4W,EV,MG Motor,ZS EV,548
2020,7,Karnataka,Mysuru,2W,ICE,Honda,Activa 6G,9720
2020,7,Karnataka,Mysuru,2W,ICE,TVS,Jupiter,10840
2020,7,Karnataka,Mysuru,2W,EV,Ola Electric,S1 Pro,918
2020,7,Karnataka,Mysuru,2W,EV,Ather Energy,450X,992
2020,7,Tamil Nadu,Chennai,4W,ICE,Maruti Suzuki,Swift,2892
2020,7,Tamil Nadu,Chennai,4W,ICE,Hyundai,Creta,4041
2020,7,Tamil Nadu,Chennai,4W,EV,Tata Motors,Nexon EV,718
2020,7,Tamil Nadu,Chennai,4W,EV,Tata Motors,Tiago EV,485
2020,7,Tamil Nadu,Chennai,4W,EV,MG Motor,ZS EV,750
2020,7,Tamil Nadu,Chennai,2W,ICE,Honda,Activa 6G,6680
2020,7,Tamil Nadu,Chennai,2W,ICE,TVS,Jupiter,3438
2020,7,Tamil Nadu,Chennai,2W,EV,Ola Electric,S1 Pro,947
2020,7,Tamil Nadu,Chennai,2W,EV,Ather Energy,450X,1145
2020,7,Tamil Nadu,Coimbatore,4W,ICE,Maruti Suzuki,Swift,3003
2020,7,Tamil Nadu,Coimbatore,4W,ICE,Hyundai,Creta,9216
2020,7,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Nexon EV,833
2020,7,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Tiago EV,339
2020,7,Tamil Nadu,Coimbatore,4W,EV,MG Motor,ZS EV,528
2020,7,Tamil Nadu,Coimbatore,2W,ICE,Honda,Activa 6G,8320
2020,7,Tamil Nadu,Coimbatore,2W,ICE,TVS,Jupiter,2768
2020,7,Tamil Nadu,Coimbatore,2W,EV,Ola Electric,S1 Pro,449
2020,7,Tamil Nadu,Coimbatore,2W,EV,Ather Energy,450X,390
2020,7,Gujarat,Ahmedabad,4W,ICE,Maruti Suzuki,Swift,4626
2020,7,Gujarat,Ahmedabad,4W,ICE,Hyundai,Creta,8099
2020,7,Gujarat,Ahmedabad,4W,EV,Tata Motors,Nexon EV,748
2020,7,Gujarat,Ahmedabad,4W,EV,Tata Motors,Tiago EV,968
2020,7,Gujarat,Ahmedabad,4W,EV,MG Motor,ZS EV,683
2020,7,Gujarat,Ahmedabad,2W,ICE,Honda,Activa 6G,5676
2020,7,Gujarat,Ahmedabad,2W,ICE,TVS,Jupiter,2499
2020,7,Gujarat,Ahmedabad,2W,EV,Ola Electric,S1 Pro,961
2020,7,Gujarat,Ahmedabad,2W,EV,Ather Energy,450X,918
2020,7,Gujarat,Surat,4W,ICE,Maruti Suzuki,Swift,9040
2020,7,Gujarat,Surat,4W,ICE,Hyundai,Creta,2220
2020,7,Gujarat,Surat,4W,EV,Tata Motors,Nexon EV,756
2020,7,Gujarat,Surat,4W,EV,Tata Motors,Tiago EV,757
2020,7,Gujarat,Surat,4W,EV,MG Motor,ZS EV,312
2020,7,Gujarat,Surat,2W,ICE,Honda,Activa 6G,8088
2020,7,Gujarat,Surat,2W,ICE,TVS,Jupiter,3024
2020,7,Gujarat,Surat,2W,EV,Ola Electric,S1 Pro,589
2020,7,Gujarat,Surat,2W,EV,Ather Energy,450X,1142
2020,7,Uttar Pradesh,Noida,4W,ICE,Maruti Suzuki,Swift,5408
2020,7,Uttar Pradesh,Noida,4W,ICE,Hyundai,Creta,8688
2020,7,Uttar Pradesh,Noida,4W,EV,Tata Motors,Nexon EV,888
2020,7,Uttar Pradesh,Noida,4W,EV,Tata Motors,Tiago EV,751
2020,7,Uttar Pradesh,Noida,4W,EV,MG Motor,ZS EV,1121
2020,7,Uttar Pradesh,Noida,2W,ICE,Honda,Activa 6G,7110
2020,7,Uttar Pradesh,Noida,2W,ICE,TVS,Jupiter,6120
2020,7,Uttar Pradesh,Noida,2W,EV,Ola Electric,S1 Pro,444
2020,7,Uttar Pradesh,Noida,2W,EV,Ather Energy,450X,885
2020,7,Uttar Pradesh,Lucknow,4W,ICE,Maruti Suzuki,Swift,5106
2020,7,Uttar Pradesh,Lucknow,4W,ICE,Hyundai,Creta,7184
2020,7,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Nexon EV,860
2020,7,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Tiago EV,448
2020,7,Uttar Pradesh,Lucknow,4W,EV,MG Motor,ZS EV,1119
2020,7,Uttar Pradesh,Lucknow,2W,ICE,Honda,Activa 6G,4932
2020,7,Uttar Pradesh,Lucknow,2W,ICE,TVS,Jupiter,8144
2020,7,Uttar Pradesh,Lucknow,2W,EV,Ola Electric,S1 Pro,863
2020,7,Uttar Pradesh,Lucknow,2W,EV,Ather Energy,450X,479
2020,7,Kerala,Kochi,4W,ICE,Maruti Suzuki,Swift,5814
2020,7,Kerala,Kochi,4W,ICE,Hyundai,Creta,3423
2020,7,Kerala,Kochi,4W,EV,Tata Motors,Nexon EV,474
2020,7,Kerala,Kochi,4W,EV,Tata Motors,Tiago EV,505
2020,7,Kerala,Kochi,4W,EV,MG Motor,ZS EV,814
2020,7,Kerala,Kochi,2W,ICE,Honda,Activa 6G,5184
2020,7,Kerala,Kochi,2W,ICE,TVS,Jupiter,5910
2020,7,Kerala,Kochi,2W,EV,Ola Electric,S1 Pro,459
2020,7,Kerala,Kochi,2W,EV,Ather Energy,450X,363
2020,7,Kerala,Trivandrum,4W,ICE,Maruti Suzuki,Swift,4808
2020,7,Kerala,Trivandrum,4W,ICE,Hyundai,Creta,9120
2020,7,Kerala,Trivandrum,4W,EV,Tata Motors,Nexon EV,888
2020,7,Kerala,Trivandrum,4W,EV,Tata Motors,Tiago EV,1133
2020,7,Kerala,Trivandrum,4W,EV,MG Motor,ZS EV,342
2020,7,Kerala,Trivandrum,2W,ICE,Honda,Activa 6G,7833
2020,7,Kerala,Trivandrum,2W,ICE,TVS,Jupiter,10040
2020,7,Kerala,Trivandrum,2W,EV,Ola Electric,S1 Pro,662
2020,7,Kerala,Trivandrum,2W,EV,Ather Energy,450X,1129
2020,8,Maharashtra,Mumbai,4W,ICE,Maruti Suzuki,Swift,3899
2020,8,Maharashtra,Mumbai,4W,ICE,Hyundai,Creta,4440
2020,8,Maharashtra,Mumbai,4W,EV,Tata Motors,Nexon EV,817
2020,8,Maharashtra,Mumbai,4W,EV,Tata Motors,Tiago EV,1148
2020,8,Maharashtra,Mumbai,4W,EV,MG Motor,ZS EV,679
2020,8,Maharashtra,Mumbai,2W,ICE,Honda,Activa 6G,5117
2020,8,Maharashtra,Mumbai,2W,ICE,TVS,Jupiter,5271
2020,8,Maharashtra,Mumbai,2W,EV,Ola Electric,S1 Pro,1167
2020,8,Maharashtra,Mumbai,2W,EV,Ather Energy,450X,948
2020,8,Maharashtra,Pune,4W,ICE,Maruti Suzuki,Swift,5648
2020,8,Maharashtra,Pune,4W,ICE,Hyundai,Creta,9570
2020,8,Maharashtra,Pune,4W,EV,Tata Motors,Nexon EV,945
2020,8,Maharashtra,Pune,4W,EV,Tata Motors,Tiago EV,774
